image_name,venus,jupiter,saturn,apollo,mercury,luna,mars,heart_center
Hand_0002065.jpg,0.051,0.101,0.137,0.157,0.107,0.102,0.211,0.21
Hand_0002066.jpg,0.051,0.101,0.176,0.101,0.107,0.094,0.242,0.191
Hand_0002067.jpg,0.051,0.101,0.223,0.101,0.107,0.084,0.24,0.202
Hand_0002068.jpg,0.051,0.101,0.225,0.101,0.107,0.076,0.253,0.201
Hand_0002069.jpg,0.051,0.101,0.216,0.101,0.107,0.088,0.263,0.195
Hand_0002070.jpg,0.051,0.101,0.219,0.101,0.107,0.085,0.253,0.209
Hand_0002072.jpg,0.051,0.101,0.222,0.118,0.107,0.073,0.3,0.194
Hand_0002073.jpg,0.051,0.101,0.211,0.101,0.107,0.081,0.282,0.204
Hand_0002074.jpg,0.051,0.101,0.221,0.103,0.107,0.077,0.296,0.203
Hand_0002075.jpg,0.051,0.101,0.211,0.138,0.107,0.074,0.311,0.202
Hand_0002076.jpg,0.051,0.101,0.213,0.139,0.107,0.089,0.324,0.189
Hand_0002077.jpg,0.051,0.101,0.222,0.103,0.107,0.103,0.329,0.181
Hand_0002078.jpg,0.051,0.101,0.209,0.103,0.157,0.118,0.282,0.17
Hand_0002079.jpg,0.051,0.101,0.137,0.134,0.175,0.078,0.341,0.172
Hand_0002080.jpg,0.051,0.101,0.142,0.14,0.172,0.076,0.344,0.17
Hand_0002081.jpg,0.051,0.101,0.141,0.123,0.186,0.09,0.376,0.149
Hand_0002082.jpg,0.051,0.101,0.138,0.109,0.208,0.104,0.377,0.146
Hand_0002083.jpg,0.051,0.101,0.139,0.108,0.221,0.137,0.364,0.141
Hand_0002084.jpg,0.051,0.101,0.139,0.11,0.228,0.119,0.368,0.144
Hand_0002085.jpg,0.051,0.101,0.14,0.118,0.217,0.078,0.358,0.147
Hand_0002086.jpg,0.051,0.101,0.148,0.175,0.17,0.079,0.346,0.174
Hand_0002087.jpg,0.051,0.101,0.145,0.167,0.175,0.078,0.338,0.17
Hand_0002088.jpg,0.051,0.101,0.145,0.191,0.175,0.081,0.344,0.17
Hand_0002089.jpg,0.051,0.101,0.099,0.331,0.107,0.056,0.293,0.276
Hand_0002090.jpg,0.051,0.101,0.103,0.3,0.107,0.056,0.335,0.303
Hand_0002091.jpg,0.051,0.101,0.1,0.351,0.107,0.056,0.301,0.305
Hand_0002092.jpg,0.051,0.101,0.106,0.363,0.107,0.056,0.301,0.299
Hand_0002093.jpg,0.051,0.101,0.114,0.364,0.107,0.056,0.367,0.295
Hand_0002094.jpg,0.051,0.101,0.088,0.264,0.107,0.056,0.341,0.31
Hand_0002095.jpg,0.051,0.101,0.088,0.192,0.107,0.056,0.248,0.221
Hand_0002096.jpg,0.053,0.101,0.088,0.139,0.107,0.056,0.215,0.19
Hand_0002097.jpg,0.051,0.109,0.088,0.101,0.107,0.056,0.323,0.174
Hand_0002098.jpg,0.051,0.112,0.088,0.101,0.107,0.056,0.345,0.198
Hand_0002099.jpg,0.069,0.157,0.088,0.135,0.107,0.056,0.296,0.178
Hand_0002100.jpg,0.068,0.158,0.088,0.156,0.107,0.056,0.296,0.172
Hand_0002101.jpg,0.052,0.171,0.089,0.154,0.107,0.056,0.298,0.178
Hand_0002102.jpg,0.051,0.167,0.089,0.117,0.107,0.056,0.336,0.296
Hand_0002103.jpg,0.051,0.165,0.093,0.101,0.107,0.056,0.345,0.294
Hand_0002106.jpg,0.051,0.113,0.149,0.154,0.107,0.056,0.29,0.153
Hand_0002107.jpg,0.051,0.107,0.166,0.16,0.107,0.056,0.304,0.161
Hand_0002108.jpg,0.051,0.106,0.183,0.158,0.107,0.056,0.309,0.159
Hand_0002109.jpg,0.051,0.119,0.186,0.159,0.107,0.056,0.29,0.171
Hand_0002110.jpg,0.051,0.101,0.211,0.15,0.107,0.056,0.328,0.25
Hand_0002111.jpg,0.051,0.101,0.222,0.149,0.107,0.056,0.33,0.26
Hand_0002112.jpg,0.051,0.101,0.217,0.148,0.107,0.056,0.335,0.209
Hand_0002113.jpg,0.051,0.101,0.222,0.148,0.107,0.056,0.332,0.214
Hand_0002116.jpg,0.051,0.101,0.144,0.173,0.107,0.056,0.334,0.202
Hand_0002117.jpg,0.051,0.101,0.132,0.166,0.107,0.056,0.373,0.21
Hand_0002118.jpg,0.051,0.101,0.161,0.163,0.107,0.056,0.339,0.235
Hand_0002119.jpg,0.051,0.101,0.157,0.163,0.107,0.056,0.333,0.242
Hand_0002120.jpg,0.051,0.101,0.165,0.169,0.107,0.056,0.302,0.243
Hand_0002121.jpg,0.051,0.101,0.162,0.164,0.107,0.056,0.273,0.244
Hand_0002122.jpg,0.051,0.101,0.201,0.162,0.107,0.056,0.266,0.239
Hand_0002123.jpg,0.051,0.101,0.139,0.167,0.222,0.065,0.286,0.225
Hand_0002124.jpg,0.051,0.101,0.141,0.196,0.223,0.066,0.267,0.242
Hand_0002125.jpg,0.051,0.101,0.142,0.191,0.217,0.067,0.292,0.224
Hand_0002126.jpg,0.051,0.101,0.088,0.191,0.107,0.056,0.328,0.153
Hand_0002127.jpg,0.051,0.101,0.088,0.209,0.107,0.056,0.353,0.164
Hand_0002128.jpg,0.051,0.101,0.088,0.214,0.107,0.056,0.373,0.163
Hand_0002130.jpg,0.051,0.101,0.094,0.183,0.107,0.056,0.334,0.221
Hand_0002131.jpg,0.051,0.101,0.092,0.177,0.107,0.056,0.326,0.221
Hand_0002132.jpg,0.051,0.101,0.345,0.113,0.107,0.056,0.17,0.137
Hand_0002133.jpg,0.051,0.101,0.326,0.112,0.107,0.056,0.162,0.134
Hand_0002134.jpg,0.051,0.101,0.342,0.11,0.107,0.056,0.162,0.138
Hand_0002135.jpg,0.051,0.101,0.343,0.111,0.107,0.056,0.167,0.137
Hand_0002136.jpg,0.072,0.101,0.317,0.113,0.107,0.056,0.156,0.133
Hand_0002137.jpg,0.072,0.101,0.308,0.115,0.107,0.056,0.143,0.129
Hand_0002138.jpg,0.08,0.101,0.299,0.118,0.107,0.056,0.145,0.126
Hand_0002139.jpg,0.079,0.101,0.302,0.117,0.107,0.056,0.146,0.125
Hand_0002140.jpg,0.078,0.101,0.297,0.117,0.107,0.056,0.146,0.125
Hand_0002141.jpg,0.051,0.101,0.303,0.117,0.107,0.056,0.174,0.127
Hand_0002142.jpg,0.051,0.101,0.319,0.116,0.107,0.056,0.177,0.128
Hand_0002143.jpg,0.051,0.101,0.306,0.116,0.107,0.056,0.178,0.128
Hand_0002144.jpg,0.051,0.101,0.3,0.117,0.107,0.056,0.172,0.125
Hand_0002145.jpg,0.09,0.2,0.088,0.175,0.107,0.056,0.245,0.138
Hand_0002146.jpg,0.091,0.2,0.088,0.188,0.107,0.056,0.253,0.141
Hand_0002147.jpg,0.09,0.204,0.088,0.192,0.107,0.056,0.253,0.142
Hand_0002148.jpg,0.086,0.206,0.088,0.194,0.107,0.056,0.249,0.142
Hand_0002149.jpg,0.091,0.199,0.088,0.194,0.107,0.056,0.246,0.141
Hand_0002150.jpg,0.093,0.207,0.088,0.192,0.107,0.056,0.224,0.141
Hand_0002151.jpg,0.108,0.194,0.088,0.192,0.107,0.056,0.206,0.136
Hand_0002152.jpg,0.109,0.2,0.088,0.191,0.107,0.056,0.215,0.139
Hand_0002153.jpg,0.109,0.208,0.088,0.191,0.107,0.056,0.225,0.136
Hand_0002154.jpg,0.108,0.206,0.088,0.191,0.107,0.056,0.232,0.141
Hand_0002155.jpg,0.106,0.206,0.088,0.19,0.107,0.056,0.241,0.144
Hand_0002156.jpg,0.108,0.209,0.088,0.189,0.107,0.056,0.253,0.146
Hand_0002157.jpg,0.108,0.211,0.089,0.192,0.107,0.056,0.256,0.144
Hand_0002158.jpg,0.104,0.212,0.089,0.19,0.107,0.056,0.262,0.141
Hand_0002159.jpg,0.091,0.204,0.088,0.194,0.107,0.056,0.272,0.144
Hand_0002160.jpg,0.09,0.201,0.088,0.192,0.107,0.056,0.276,0.153
Hand_0002161.jpg,0.089,0.203,0.089,0.194,0.107,0.056,0.279,0.151
Hand_0002162.jpg,0.088,0.202,0.088,0.19,0.107,0.056,0.287,0.151
Hand_0002163.jpg,0.087,0.204,0.088,0.189,0.107,0.056,0.284,0.152
Hand_0002164.jpg,0.089,0.202,0.088,0.187,0.107,0.056,0.288,0.148
Hand_0002165.jpg,0.09,0.206,0.088,0.197,0.107,0.056,0.288,0.15
Hand_0002166.jpg,0.09,0.202,0.089,0.192,0.107,0.056,0.288,0.151
Hand_0002167.jpg,0.086,0.206,0.088,0.196,0.107,0.056,0.283,0.151
Hand_0002168.jpg,0.053,0.101,0.176,0.43,0.4,0.056,0.259,0.187
Hand_0002169.jpg,0.052,0.101,0.176,0.425,0.402,0.056,0.26,0.183
Hand_0002170.jpg,0.052,0.101,0.176,0.43,0.407,0.056,0.261,0.183
Hand_0002171.jpg,0.053,0.101,0.176,0.422,0.411,0.056,0.268,0.185
Hand_0002172.jpg,0.054,0.101,0.176,0.424,0.403,0.056,0.269,0.184
Hand_0002173.jpg,0.056,0.101,0.174,0.426,0.412,0.056,0.276,0.187
Hand_0002174.jpg,0.084,0.101,0.172,0.414,0.413,0.056,0.251,0.186
Hand_0002175.jpg,0.084,0.101,0.171,0.42,0.416,0.056,0.262,0.184
Hand_0002176.jpg,0.084,0.101,0.17,0.407,0.411,0.056,0.26,0.179
Hand_0002177.jpg,0.08,0.101,0.171,0.406,0.421,0.056,0.262,0.184
Hand_0002178.jpg,0.08,0.101,0.173,0.399,0.42,0.056,0.268,0.183
Hand_0002179.jpg,0.077,0.101,0.17,0.394,0.429,0.056,0.273,0.18
Hand_0002180.jpg,0.07,0.101,0.171,0.398,0.425,0.056,0.274,0.184
Hand_0002181.jpg,0.06,0.101,0.17,0.4,0.42,0.056,0.299,0.179
Hand_0002182.jpg,0.06,0.101,0.169,0.406,0.421,0.056,0.291,0.176
Hand_0002183.jpg,0.059,0.101,0.172,0.404,0.422,0.056,0.296,0.177
Hand_0002184.jpg,0.059,0.101,0.169,0.41,0.431,0.056,0.301,0.176
Hand_0002185.jpg,0.058,0.101,0.17,0.406,0.427,0.056,0.293,0.182
Hand_0002186.jpg,0.056,0.101,0.17,0.394,0.418,0.056,0.29,0.183
Hand_0002187.jpg,0.051,0.101,0.122,0.282,0.535,0.1,0.312,0.121
Hand_0002188.jpg,0.051,0.101,0.123,0.287,0.548,0.098,0.314,0.122
Hand_0002189.jpg,0.051,0.101,0.124,0.284,0.529,0.097,0.316,0.121
Hand_0002190.jpg,0.051,0.101,0.123,0.281,0.519,0.099,0.316,0.122
Hand_0002191.jpg,0.051,0.101,0.123,0.281,0.514,0.098,0.301,0.123
Hand_0002192.jpg,0.051,0.101,0.122,0.281,0.517,0.101,0.286,0.123
Hand_0002193.jpg,0.055,0.101,0.118,0.298,0.534,0.101,0.271,0.123
Hand_0002194.jpg,0.051,0.101,0.117,0.296,0.547,0.102,0.292,0.123
Hand_0002195.jpg,0.051,0.101,0.117,0.293,0.54,0.098,0.297,0.123
Hand_0002196.jpg,0.051,0.101,0.121,0.285,0.548,0.1,0.317,0.123
Hand_0002197.jpg,0.051,0.101,0.124,0.279,0.544,0.098,0.315,0.122
Hand_0002198.jpg,0.051,0.101,0.124,0.281,0.551,0.097,0.316,0.121
Hand_0002199.jpg,0.051,0.101,0.124,0.279,0.542,0.097,0.324,0.122
Hand_0002200.jpg,0.051,0.101,0.125,0.275,0.54,0.097,0.326,0.122
Hand_0002201.jpg,0.051,0.101,0.123,0.274,0.531,0.097,0.322,0.122
Hand_0002202.jpg,0.051,0.101,0.124,0.277,0.538,0.096,0.324,0.122
Hand_0002203.jpg,0.051,0.101,0.124,0.285,0.548,0.097,0.32,0.122
Hand_0002204.jpg,0.051,0.101,0.124,0.279,0.546,0.098,0.319,0.123
Hand_0002205.jpg,0.051,0.101,0.124,0.274,0.512,0.098,0.323,0.122
Hand_0002206.jpg,0.051,0.101,0.11,0.179,0.107,0.056,0.374,0.129
Hand_0002207.jpg,0.051,0.101,0.11,0.184,0.107,0.056,0.381,0.133
Hand_0002208.jpg,0.051,0.101,0.123,0.189,0.107,0.056,0.393,0.142
Hand_0002209.jpg,0.051,0.101,0.127,0.187,0.107,0.056,0.374,0.138
Hand_0002210.jpg,0.051,0.101,0.118,0.189,0.107,0.056,0.395,0.143
Hand_0002211.jpg,0.051,0.101,0.129,0.19,0.107,0.056,0.405,0.144
Hand_0002212.jpg,0.051,0.101,0.124,0.191,0.107,0.056,0.392,0.141
Hand_0002213.jpg,0.051,0.101,0.129,0.202,0.107,0.056,0.419,0.149
Hand_0002214.jpg,0.051,0.101,0.104,0.215,0.107,0.056,0.454,0.153
Hand_0002215.jpg,0.053,0.101,0.097,0.231,0.107,0.056,0.439,0.149
Hand_0002216.jpg,0.053,0.101,0.098,0.226,0.107,0.056,0.455,0.146
Hand_0002217.jpg,0.053,0.101,0.095,0.219,0.107,0.056,0.505,0.153
Hand_0002218.jpg,0.052,0.101,0.094,0.214,0.107,0.07,0.454,0.149
Hand_0002219.jpg,0.053,0.101,0.092,0.218,0.107,0.079,0.454,0.144
Hand_0002220.jpg,0.053,0.101,0.092,0.219,0.107,0.077,0.453,0.15
Hand_0002221.jpg,0.051,0.101,0.092,0.222,0.107,0.056,0.435,0.153
Hand_0002222.jpg,0.051,0.101,0.095,0.229,0.107,0.056,0.466,0.157
Hand_0002223.jpg,0.051,0.101,0.096,0.221,0.107,0.056,0.471,0.159
Hand_0002224.jpg,0.051,0.101,0.092,0.226,0.107,0.056,0.478,0.16
Hand_0002225.jpg,0.051,0.101,0.095,0.228,0.107,0.056,0.476,0.163
Hand_0002226.jpg,0.051,0.101,0.093,0.233,0.107,0.056,0.461,0.163
Hand_0002227.jpg,0.051,0.101,0.093,0.227,0.107,0.056,0.465,0.162
Hand_0002228.jpg,0.051,0.101,0.093,0.238,0.107,0.056,0.468,0.162
Hand_0002230.jpg,0.051,0.101,0.301,0.106,0.107,0.056,0.412,0.181
Hand_0002231.jpg,0.051,0.14,0.213,0.144,0.107,0.056,0.404,0.176
Hand_0002232.jpg,0.051,0.101,0.294,0.126,0.107,0.056,0.419,0.177
Hand_0002233.jpg,0.051,0.101,0.295,0.124,0.107,0.056,0.409,0.183
Hand_0002234.jpg,0.051,0.101,0.292,0.142,0.107,0.056,0.413,0.183
Hand_0002235.jpg,0.051,0.101,0.309,0.15,0.107,0.056,0.398,0.177
Hand_0002236.jpg,0.07,0.116,0.309,0.15,0.107,0.066,0.386,0.16
Hand_0002237.jpg,0.076,0.126,0.298,0.152,0.107,0.076,0.35,0.159
Hand_0002238.jpg,0.075,0.191,0.245,0.152,0.107,0.074,0.329,0.133
Hand_0002239.jpg,0.076,0.206,0.259,0.153,0.107,0.077,0.314,0.135
Hand_0002240.jpg,0.078,0.198,0.268,0.159,0.107,0.076,0.319,0.136
Hand_0002241.jpg,0.078,0.205,0.271,0.155,0.107,0.075,0.309,0.137
Hand_0002242.jpg,0.068,0.183,0.261,0.157,0.107,0.067,0.399,0.14
Hand_0002243.jpg,0.07,0.181,0.283,0.152,0.107,0.069,0.381,0.143
Hand_0002244.jpg,0.051,0.101,0.356,0.154,0.107,0.056,0.425,0.193
Hand_0002245.jpg,0.051,0.101,0.35,0.156,0.107,0.056,0.421,0.199
Hand_0002246.jpg,0.051,0.101,0.347,0.153,0.107,0.056,0.422,0.194
Hand_0002247.jpg,0.051,0.101,0.338,0.132,0.107,0.056,0.419,0.193
Hand_0002248.jpg,0.051,0.101,0.339,0.117,0.107,0.056,0.416,0.197
Hand_0002249.jpg,0.051,0.101,0.33,0.113,0.107,0.056,0.416,0.193
Hand_0002250.jpg,0.051,0.101,0.319,0.109,0.107,0.056,0.419,0.192
Hand_0002251.jpg,0.051,0.101,0.313,0.117,0.107,0.056,0.414,0.194
Hand_0002252.jpg,0.051,0.101,0.328,0.119,0.107,0.056,0.418,0.194
Hand_0002253.jpg,0.051,0.101,0.195,0.13,0.29,0.056,0.348,0.197
Hand_0002254.jpg,0.051,0.101,0.195,0.131,0.291,0.056,0.363,0.196
Hand_0002255.jpg,0.051,0.101,0.194,0.13,0.299,0.056,0.353,0.194
Hand_0002256.jpg,0.051,0.101,0.198,0.126,0.274,0.056,0.364,0.198
Hand_0002257.jpg,0.051,0.101,0.185,0.141,0.206,0.056,0.31,0.178
Hand_0002258.jpg,0.052,0.101,0.171,0.187,0.13,0.056,0.396,0.22
Hand_0002259.jpg,0.055,0.101,0.169,0.194,0.124,0.056,0.397,0.223
Hand_0002260.jpg,0.059,0.101,0.165,0.2,0.115,0.056,0.421,0.223
Hand_0002261.jpg,0.055,0.101,0.17,0.199,0.115,0.056,0.417,0.221
Hand_0002262.jpg,0.055,0.101,0.168,0.198,0.118,0.056,0.402,0.222
Hand_0002263.jpg,0.073,0.101,0.172,0.202,0.117,0.056,0.393,0.238
Hand_0002264.jpg,0.083,0.101,0.171,0.19,0.124,0.056,0.385,0.228
Hand_0002265.jpg,0.085,0.101,0.172,0.187,0.127,0.057,0.394,0.215
Hand_0002266.jpg,0.083,0.101,0.175,0.178,0.133,0.059,0.391,0.221
Hand_0002267.jpg,0.084,0.101,0.177,0.176,0.133,0.059,0.389,0.222
Hand_0002268.jpg,0.086,0.101,0.176,0.179,0.133,0.062,0.388,0.222
Hand_0002269.jpg,0.087,0.101,0.177,0.177,0.135,0.065,0.375,0.226
Hand_0002270.jpg,0.076,0.101,0.176,0.171,0.138,0.056,0.39,0.228
Hand_0002271.jpg,0.072,0.101,0.169,0.171,0.138,0.056,0.398,0.217
Hand_0002272.jpg,0.054,0.101,0.17,0.165,0.141,0.056,0.388,0.207
Hand_0002273.jpg,0.051,0.101,0.173,0.161,0.147,0.056,0.388,0.209
Hand_0002274.jpg,0.051,0.101,0.172,0.159,0.148,0.056,0.394,0.21
Hand_0002275.jpg,0.051,0.101,0.175,0.169,0.144,0.056,0.397,0.209
Hand_0002276.jpg,0.051,0.101,0.173,0.171,0.145,0.056,0.4,0.215
Hand_0002277.jpg,0.051,0.101,0.172,0.171,0.144,0.056,0.394,0.216
Hand_0002278.jpg,0.051,0.101,0.172,0.169,0.144,0.056,0.398,0.216
Hand_0002279.jpg,0.051,0.101,0.137,0.108,0.107,0.056,0.32,0.158
Hand_0002280.jpg,0.051,0.101,0.139,0.111,0.114,0.056,0.335,0.161
Hand_0002281.jpg,0.051,0.101,0.14,0.112,0.111,0.056,0.343,0.165
Hand_0002282.jpg,0.051,0.101,0.14,0.111,0.11,0.056,0.347,0.17
Hand_0002283.jpg,0.051,0.101,0.139,0.111,0.108,0.056,0.333,0.164
Hand_0002284.jpg,0.051,0.101,0.141,0.113,0.112,0.056,0.336,0.165
Hand_0002285.jpg,0.054,0.101,0.141,0.112,0.11,0.061,0.263,0.156
Hand_0002286.jpg,0.054,0.101,0.145,0.105,0.113,0.077,0.244,0.156
Hand_0002287.jpg,0.056,0.101,0.144,0.111,0.112,0.083,0.243,0.155
Hand_0002288.jpg,0.054,0.101,0.147,0.112,0.115,0.087,0.241,0.149
Hand_0002289.jpg,0.051,0.101,0.15,0.109,0.121,0.088,0.24,0.151
Hand_0002290.jpg,0.051,0.101,0.152,0.113,0.123,0.093,0.243,0.151
Hand_0002291.jpg,0.052,0.101,0.161,0.109,0.121,0.099,0.238,0.149
Hand_0002292.jpg,0.053,0.101,0.161,0.108,0.117,0.074,0.244,0.148
Hand_0002293.jpg,0.051,0.101,0.141,0.116,0.109,0.056,0.347,0.155
Hand_0002294.jpg,0.051,0.101,0.138,0.144,0.107,0.056,0.359,0.175
Hand_0002295.jpg,0.051,0.101,0.139,0.138,0.107,0.056,0.363,0.166
Hand_0002296.jpg,0.051,0.101,0.14,0.134,0.108,0.056,0.361,0.163
Hand_0002297.jpg,0.051,0.101,0.141,0.136,0.107,0.057,0.362,0.151
Hand_0002298.jpg,0.051,0.101,0.139,0.122,0.107,0.056,0.338,0.156
Hand_0002300.jpg,0.053,0.101,0.179,0.35,0.107,0.056,0.461,0.387
Hand_0002301.jpg,0.054,0.101,0.176,0.346,0.107,0.056,0.466,0.384
Hand_0002302.jpg,0.054,0.101,0.182,0.352,0.107,0.056,0.474,0.385
Hand_0002303.jpg,0.054,0.101,0.17,0.352,0.107,0.056,0.475,0.383
Hand_0002304.jpg,0.054,0.101,0.185,0.347,0.107,0.056,0.462,0.382
Hand_0002305.jpg,0.054,0.101,0.181,0.339,0.107,0.056,0.451,0.383
Hand_0002306.jpg,0.054,0.101,0.193,0.332,0.107,0.056,0.446,0.384
Hand_0002307.jpg,0.071,0.101,0.106,0.246,0.107,0.056,0.376,0.293
Hand_0002308.jpg,0.076,0.101,0.088,0.166,0.107,0.056,0.352,0.287
Hand_0002309.jpg,0.071,0.101,0.099,0.161,0.107,0.056,0.292,0.163
Hand_0002310.jpg,0.055,0.101,0.114,0.161,0.107,0.056,0.3,0.163
Hand_0002311.jpg,0.054,0.101,0.121,0.158,0.107,0.056,0.322,0.165
Hand_0002312.jpg,0.061,0.101,0.114,0.158,0.107,0.056,0.326,0.175
Hand_0002313.jpg,0.065,0.101,0.112,0.158,0.107,0.056,0.324,0.184
Hand_0002314.jpg,0.071,0.101,0.109,0.159,0.107,0.056,0.332,0.197
Hand_0002315.jpg,0.069,0.101,0.103,0.162,0.107,0.056,0.341,0.208
Hand_0002316.jpg,0.074,0.101,0.106,0.161,0.107,0.056,0.349,0.21
Hand_0002317.jpg,0.093,0.101,0.106,0.163,0.107,0.056,0.369,0.209
Hand_0002318.jpg,0.091,0.101,0.108,0.161,0.107,0.056,0.375,0.21
Hand_0002319.jpg,0.093,0.101,0.103,0.159,0.107,0.056,0.382,0.216
Hand_0002320.jpg,0.091,0.101,0.102,0.161,0.107,0.056,0.378,0.219
Hand_0002321.jpg,0.083,0.101,0.101,0.16,0.107,0.056,0.382,0.219
Hand_0002322.jpg,0.065,0.101,0.103,0.161,0.107,0.056,0.4,0.249
Hand_0002323.jpg,0.061,0.101,0.101,0.158,0.107,0.056,0.392,0.244
Hand_0002324.jpg,0.058,0.101,0.102,0.157,0.107,0.056,0.398,0.242
Hand_0002325.jpg,0.052,0.101,0.106,0.158,0.107,0.056,0.416,0.248
Hand_0002326.jpg,0.053,0.101,0.105,0.164,0.107,0.056,0.418,0.251
Hand_0002327.jpg,0.053,0.101,0.1,0.161,0.107,0.056,0.412,0.258
Hand_0002328.jpg,0.053,0.101,0.101,0.162,0.107,0.056,0.414,0.259
Hand_0002329.jpg,0.052,0.101,0.104,0.162,0.107,0.056,0.409,0.256
Hand_0002330.jpg,0.053,0.101,0.103,0.161,0.107,0.056,0.416,0.261
Hand_0002331.jpg,0.051,0.101,0.103,0.164,0.107,0.056,0.411,0.263
Hand_0002332.jpg,0.051,0.101,0.106,0.164,0.107,0.056,0.418,0.26
Hand_0002333.jpg,0.051,0.101,0.106,0.163,0.107,0.056,0.42,0.259
Hand_0002335.jpg,0.084,0.121,0.105,0.246,0.107,0.056,0.274,0.17
Hand_0002336.jpg,0.085,0.132,0.108,0.256,0.107,0.056,0.29,0.164
Hand_0002337.jpg,0.087,0.16,0.113,0.234,0.107,0.056,0.296,0.155
Hand_0002338.jpg,0.088,0.177,0.116,0.229,0.107,0.056,0.313,0.161
Hand_0002339.jpg,0.088,0.19,0.117,0.222,0.107,0.056,0.319,0.157
Hand_0002340.jpg,0.09,0.194,0.118,0.223,0.107,0.056,0.318,0.159
Hand_0002341.jpg,0.085,0.155,0.1,0.26,0.107,0.056,0.288,0.154
Hand_0002342.jpg,0.093,0.122,0.097,0.285,0.107,0.056,0.225,0.165
Hand_0002343.jpg,0.108,0.125,0.166,0.296,0.107,0.056,0.146,0.186
Hand_0002344.jpg,0.107,0.133,0.169,0.305,0.107,0.056,0.144,0.181
Hand_0002345.jpg,0.104,0.139,0.165,0.315,0.107,0.056,0.143,0.173
Hand_0002346.jpg,0.105,0.146,0.161,0.311,0.107,0.056,0.151,0.172
Hand_0002347.jpg,0.098,0.138,0.158,0.322,0.107,0.056,0.155,0.172
Hand_0002348.jpg,0.093,0.106,0.159,0.323,0.107,0.056,0.18,0.188
Hand_0002349.jpg,0.088,0.101,0.155,0.317,0.107,0.056,0.189,0.191
Hand_0002350.jpg,0.087,0.101,0.155,0.318,0.107,0.056,0.207,0.257
Hand_0002351.jpg,0.089,0.101,0.149,0.316,0.107,0.056,0.211,0.263
Hand_0002352.jpg,0.089,0.101,0.15,0.323,0.107,0.056,0.21,0.259
Hand_0002353.jpg,0.089,0.101,0.15,0.321,0.107,0.056,0.202,0.257
Hand_0002354.jpg,0.089,0.101,0.151,0.321,0.107,0.056,0.209,0.255
Hand_0002355.jpg,0.09,0.101,0.151,0.327,0.107,0.056,0.2,0.256
Hand_0002356.jpg,0.051,0.101,0.16,0.252,0.647,0.056,0.27,0.193
Hand_0002357.jpg,0.051,0.101,0.155,0.249,0.691,0.056,0.267,0.189
Hand_0002358.jpg,0.051,0.101,0.158,0.244,0.698,0.056,0.266,0.186
Hand_0002359.jpg,0.051,0.101,0.157,0.229,0.7,0.056,0.255,0.18
Hand_0002360.jpg,0.051,0.101,0.15,0.235,0.735,0.056,0.259,0.178
Hand_0002361.jpg,0.051,0.101,0.146,0.225,0.732,0.056,0.259,0.175
Hand_0002362.jpg,0.051,0.101,0.143,0.217,0.721,0.056,0.256,0.167
Hand_0002363.jpg,0.054,0.101,0.141,0.216,0.713,0.056,0.258,0.169
Hand_0002364.jpg,0.072,0.101,0.14,0.21,0.7,0.056,0.25,0.168
Hand_0002365.jpg,0.074,0.101,0.136,0.206,0.704,0.086,0.253,0.167
Hand_0002366.jpg,0.072,0.101,0.134,0.203,0.676,0.096,0.25,0.168
Hand_0002367.jpg,0.068,0.101,0.133,0.2,0.671,0.103,0.248,0.169
Hand_0002368.jpg,0.071,0.101,0.132,0.202,0.674,0.106,0.245,0.165
Hand_0002369.jpg,0.072,0.101,0.133,0.2,0.662,0.094,0.248,0.165
Hand_0002370.jpg,0.066,0.101,0.126,0.201,0.664,0.101,0.246,0.16
Hand_0002371.jpg,0.055,0.101,0.122,0.202,0.643,0.058,0.25,0.159
Hand_0002372.jpg,0.051,0.101,0.12,0.205,0.64,0.056,0.245,0.153
Hand_0002373.jpg,0.051,0.101,0.12,0.2,0.624,0.056,0.251,0.152
Hand_0002374.jpg,0.051,0.101,0.117,0.202,0.623,0.056,0.249,0.149
Hand_0002375.jpg,0.051,0.101,0.116,0.206,0.613,0.056,0.25,0.147
Hand_0002376.jpg,0.051,0.101,0.112,0.211,0.593,0.056,0.252,0.144
Hand_0002377.jpg,0.051,0.101,0.112,0.211,0.593,0.056,0.248,0.145
Hand_0002378.jpg,0.051,0.101,0.105,0.217,0.59,0.056,0.252,0.14
Hand_0002379.jpg,0.051,0.101,0.1,0.223,0.557,0.056,0.26,0.136
Hand_0002380.jpg,0.051,0.101,0.099,0.225,0.545,0.056,0.252,0.137
Hand_0002381.jpg,0.051,0.101,0.094,0.231,0.535,0.056,0.262,0.134
Hand_0002382.jpg,0.051,0.101,0.091,0.236,0.517,0.056,0.266,0.133
Hand_0002383.jpg,0.051,0.101,0.092,0.234,0.524,0.056,0.263,0.135
Hand_0002384.jpg,0.051,0.101,0.089,0.244,0.497,0.056,0.266,0.134
Hand_0002385.jpg,0.051,0.101,0.098,0.236,0.522,0.056,0.258,0.141
Hand_0002397.jpg,0.051,0.101,0.094,0.253,0.441,0.129,0.233,0.142
Hand_0002398.jpg,0.051,0.101,0.089,0.256,0.425,0.12,0.235,0.135
Hand_0002399.jpg,0.051,0.101,0.092,0.249,0.441,0.103,0.222,0.142
Hand_0002400.jpg,0.051,0.101,0.105,0.253,0.502,0.103,0.243,0.162
Hand_0002401.jpg,0.051,0.101,0.114,0.257,0.51,0.112,0.261,0.176
